Published?,Problem or Solution,BUILDING BLOCK or COGNITIVE BIAS,Environmental Tag,World Region,Title,Author,News Source,Date,URL
Published,Solution,Identity,None,Canada and the US,Change of Heart - What Psychology Can Teach Us About Social Change,Nick Cooney,Thehumaneleague.com,8/18/15,http://www.thehumaneleague.com/changeofheart/e_plan.htm
Published,Solution,General,Climate - General ,Canada and the US,Climate Change's Overlooked Sociological Side,Jan Ellen Spiegel,Inside Climate News,8/25/15,http://insideclimatenews.org/news/25082015/climate-changes-overlooked-sociological-side
Published,Solution,Relatable,Consumption - Freshwater,Canada and the US,Can Empathy Lead to Better Decisions in Water Usage?,Liz Marquez,Arizona State University,8/28/15,https://sustainability.asu.edu/dcdc/2015/08/28/can-empathy-lead-to-better-decisions-in-water-usage/
Published,Solution,Awareness ,None,Canada and the US ,When Mindfulness Meets the Classroom,Lauren Cassani Davis,The Atlantic,8/31/15,http://www.theatlantic.com/education/archive/2015/08/mindfulness-education-schools-meditation/402469/
Published,Solution,Lasting,None,Canada and the US,Psychology of Habits,Wendy Wood and Dennis Runger,Annual Review of Psychology; Department of Psychology; USCLA,9/1/15,https://dornsife.usc.edu/assets/sites/545/docs/Wendy_Wood_Research_Articles/wood.runger.2016.pdf
Published,Solution,Lasting,Transportation - Biking,Europe,Why Cyclists Form Stronger Commuting Habits Than Drivers,Eric Jaffe,City Lab,9/1/15,http://www.citylab.com/commute/2015/09/why-cyclists-form-stronger-commuting-habits-than-drivers/403069/
Published,Solution,"Associations, Benefits, Relatable",Oceans - General,Canada and the US,Building Support for Coastal Resilience: Top 5 tips,Nicole Lampe,Resource Media,9/3/15,http://www.resource-media.org/building-support-for-coastal-resilience-top-5-tips/#.V09f__krLIU
Published,Solution,"Associations, Easy, Ordinary",None,Canada and the US,The Power of Nudges: Insights on How to Influence Human Behavior,Steven Handel,The Emotion Machine,9/4/15,http://www.theemotionmachine.com/the-power-of-nudges-insights-on-how-to-influence-human-behavior
Published,Solution,"Associations, Relatable",Climate - Communication,Europe,How to talk about uncertainty in climate science,Leane de Laigue and Adam Corner,Climate Home,9/7/15,http://www.climatechangenews.com/2015/07/09/how-to-talk-about-uncertainty-in-climate-science/
Published,Problem,Easy ,None,Canada and the US,Self-control saps memory resources,Mo Costandi,The Guardian,9/7/15,http://www.theguardian.com/science/neurophilosophy/2015/sep/07/self-control-saps-memory-resources
Published,Solution,Vivid,"Climate - Communication, Oceans - General",Canada and the US,Virtual Reality Viewfinders Show Sealevel Rise and What to Do About it,Camille Von Kaenel,Scientific American ,9/14/15,http://www.scientificamerican.com/article/virtual-reality-viewfinders-show-sea-level-rise-and-what-to-do-about-it/
Published,Solution,Associations,"Climate - Communication, Consumption - Energy",Canada and the US,3 Lessons for communicating the value of energy efficiency,Cindy Frei,ecoAffect,9/16/15,http://ecoaffect.org/2015/09/16/3-lessons-for-communicating-the-value-of-energy-efficiency/
Published,Problem,Cognitive Bias - General,None,Canada and the US,This Graphic Explains 20 Cognitive Biases That Affect Your Decision-Making,Patrick Allan,lifehacker,9/16/15,http://lifehacker.com/this-graphic-explains-20-cognitive-biases-that-affect-y-1730901381?utm_expid=66866090-55.VeucWPObSOiOW4XRx2RJDA.0
Published,Problem,"Benefits, Easy ",None,Canada and the US,The Curious Politics of the Nudge,Craig R. Fox and David Tannenbaum,The New York Times,9/26/15,http://www.nytimes.com/2015/09/27/opinion/sunday/the-curious-politics-of-the-nudge.html?smid=tw-nytopinion&smtyp=cur
Published,Solution,Benefits,Climate - Take Action,Oceania,Emphasizing co-benefits motivates people to take action on climate change,John Abraham,The Guardian,10/1/15,http://www.theguardian.com/environment/climate-consensus-97-per-cent/2015/oct/01/emphasizing-co-benefits-motivates-people-to-take-action-on-climate-change?CMP=EMCENVEML1631
Published,Solution,"Benefit, Easy, Hopeful",None,Canada and the US,Some new and some classic examples of products that use a BE approach,Kristen Berman and Kim Fernando,Irrational Labs,10/1/15,http://irrationallabs.org/2015/10/a-long-list-of-examples-of-be-tech/
Published,Solution,Vivid,Food - Waste,Canada and the US,Visualizing Food Waste,Krista Meyer,Resource Media,10/2/15,http://www.resource-media.org/visualizing-food-waste/#.V09TKPkrLIU
Published,Solution,Easy,Food - Waste,Canada and the US,Universities Leading the Charge on Food Waste,Quinn Sanderson,Resource Media,10/7/15,http://www.resource-media.org/universities-leading-the-charge-on-food-waste/#.V09TIvkrLIU
Published,Problem,Cognitive Bias - General,None,All,Let's think about cognitive bias,None Listed ,Nature,10/7/15,http://www.nature.com/news/let-s-think-about-cognitive-bias-1.18520
Published,Solution,"Ordinary, Vivid",Food - Waste,Canada and the US,"Food Waste on Twitter: Lots of Talk, But Can We Get Some Action?",Quinn Sanderson,Resource Media,10/12/15,http://www.resource-media.org/food-waste-on-twitter-lots-of-talk-but-can-we-get-some-action/#.V09TH_krLIU
Published,Solution,"Easy, Ordinary",Climate - Communication,Canada and the US,"50 years of climate communications, what have we learned? How can we improve? ",Cindy Frei,ecoAffect,11/4/15,http://ecoaffect.org/2015/11/04/looking-back-on-50-years-of-climate-communications-where-are-we-now/
Published,Solution,Awareness,Consumption - Buying,All,Green Generation: Millennials say sustainability is a shopping priority,None Listed ,nielsen,11/5/15,http://www.nielsen.com/us/en/insights/news/2015/green-generation-millennials-say-sustainability-is-a-shopping-priority.html
Published,Solution,Relatable,Climate - Communication,Europe,9 best practices for engaging the public on climate-related flood risks,Cindy Frei,ecoAffect,11/6/15,http://ecoaffect.org/2015/11/06/9-best-practices-for-engaging-the-public-on-climate-related-flood-risks/
Published,Solution,Lasting,None,Canada and the US,How To Make Long-Lasting Changes To Your Unconscious Habits,Vivian Giang,Fast Company,11/6/15,http://www.fastcompany.com/3052831/lessons-learned/how-to-make-long-lasting-changes-to-your-unconscious-habits
Published,Solution,"Associations, Relatable",Climate - Belief,Canada and the US,4 factors that affect how people feel about climate change ,Ellen Hall ,ecoAffect,11/11/15,http://ecoaffect.org/2015/11/11/4-factors-that-affect-how-people-feel-about-climate-change/
Published,Solution,"Associations, Relatable ",None,Europe,The key to political persuasion ,Robb Willer and Matthew Fienberg,The New York Times,11/13/15,http://www.nytimes.com/2015/11/15/opinion/sunday/the-key-to-political-persuasion.html?ref=opinion&_r=1
Published,Solution,"Identity, Relatable",Waste Management - Littering,"Canada and the US, Europe",How a little nudge can lead to better decisions,Della Bradshaw,Financial Times,11/15/15,http://www.ft.com/intl/cms/s/2/e98e2018-70ca-11e5-ad6d-f4ed76f0900a.html#axzz3rh5c0Tt3
Published,Solution,"Associations, Relatable","Climate - Communication, Climate - Take Action","Canada and the US, Europe","Here and now, not there and then! Cabot institute lecture ",George Marshall,Climate Outreach & Information Network,11/19/15,http://climateoutreach.org/here-and-now-not-there-and-then/
Published,Solution,"Hopeful, Relatable, Vivid",Climate - Communication,Canada and the US,New Research: 4 top messages for strengthening support for climate solutions ,Ellen Hall ,ecoAffect,11/24/15,http://ecoaffect.org/2015/11/24/new-research-4-top-messages-for-strengthening-support-for-climate-solutions/
Published,Solution,Vivid,Waste Management - Littering,Europe,This simple and bizarre design dramatically reduces littering,Melissa Breyer ,treehugger,12/2/15,http://www.treehugger.com/sustainable-product-design/simple-and-bizarre-thing-dramatically-reduces-littering.html
Published,Solution,Associations,Food - Organic/Sustainable,Canada and the US,"Moving beyond ""organic"" versus ""conventional"" when it comes to feeding the world",Claire Kelloway,Resource Media,12/4/15,http://www.resource-media.org/moving-beyond-organic-versus-conventional-when-it-comes-to-feeding-the-world/#.V09S1fkrLIU
Published,Solution,Lasting,Consumption - Energy,Europe,Empowering interventions to promote sustainable lifestyles: Testing the habit discontinuity hypothesis in a field experiment,Bas Verplanken,Journal of Environmental Psychology,12/7/15,http://www.sciencedirect.com/science/article/pii/S0272494415300487
Published,Solution,Relatable,Climate - General,"Canada and the US, Europe",Day 5: EcoAmerica in Paris - using music to put a voice to climate action ,Peggy Knudson,ecoAffect,12/11/15,http://ecoaffect.org/2015/12/11/13612/
Published,Solution,Relatable,Climate - Communication,Canada and the US,Putting People First: 2 ways to approach climate communications,Sharon Chen,ecoAffect,12/18/15,http://ecoaffect.org/2015/12/18/putting-people-first-3-ways-to-approach-climate-communications-2/
Published,Solution,"Associations, Relatable",Climate - Communication,Europe,Finding the right words - shaping an effective climate change narrative ,George Marshall,Climate Outreach & Information Network,12/22/15,http://climateoutreach.org/finding-the-right-words-shaping-an-effective-climate-change-narrative/
Published,Problem,Cognitive Bias - Confirmation Bias,Climate - Belief,Canada and the US,"Here's how scientific misinformation, such as climate doubt, spreads through social media ",Chelsea Harvey ,The Washington Post,1/4/16,https://www.washingtonpost.com/news/energy-environment/wp/2016/01/04/heres-how-scientific-misinformation-such-as-climate-doubt-spreads-through-social-media/
Published,Solution,Relatable,Climate - Take Action,Canada and the US,Here's the secret to making people care about climate change ,Lisa Zaval and Ezra Markowitz,The Washington Post,1/4/16,https://www.washingtonpost.com/posteverything/wp/2016/01/04/psychologists-have-discovered-the-secret-to-making-people-care-about-climate-change/?postshare=1441451917973467&tid=ss_tw-bottom
Published,Solution,Lasting,"Waste Management - Recycle/Reuse/Repurpose, Food - Organic/Sustainable",Canada and the US,A Clear Reminder About Food Waste Sparks Conversation,"Rauchwerk, A.",BAMCO,1/5/16,http://www.bamco.com/blog/happens-collect-700-students-food-waste-giant-bin/
Published,Solution,Ordinary,Climate - Take Action,Canada and the US,Sustainability on Ice: How the NHL is addressing climate concerns,Cindy Frei,ecoAffect,1/7/16,http://ecoaffect.org/2016/01/07/sustainability-on-ice-how-the-nhl-is-addressing-climate-concerns/
Published,Solution,"Easy, Benefits",None,Europe,Do Supermarkets Really Nudge us to East Unhealthily ,"Kristain Roed Nielsen, Pelle Guldborg Hansen and Laurits Rohden Skov",iNudgeyou,1/8/16,http://inudgeyou.com/archives/6638
Published,Solution,"Associations, Relatable, Vivid",Climate - Communication,"Canada and the US, Europe",Introducing Climate Visuals: An innovative new resource for visual climate change communication,Adam Corner,Climate Outreach,1/14/16,http://climateoutreach.org/introducing-climate-visuals-an-innovative-new-resource-for-visual-climate-change-communication/
Published,Solution,"Relatable, Vivid",Climate - Communication,"Canada and the US, Europe",Beyond Polar Bears: Why climate images matter,Robin Wester,Climate Home,1/14/16,http://www.climatechangenews.com/2016/01/14/28197/
Published,Solution,"Benefits, Hopeful, Relatable, Vivid",Climate - Communication,Canada and the US,Highlights from the Hub,Meredith Hurr,Climate Access,1/15/16,http://www.climateaccess.org/blog/highlights-hub
Published,Solution,"Associations, Relatable, Vivid",Climate - General,Canada and the US,Why psychology should be a part in the fight against climate change,Carolyn Gregoire,The Huffington Post,1/18/16,http://www.huffingtonpost.com/entry/climate-change-psychology_us_5674272ee4b014efe0d52186
Published,Solution,"Associations, Relatable",Climate - Belief,Canada and the US,"Faith, Morality and the Environment","Connie Roser-Renouf,•À_Edward Maibach,•À_Anthony Leiserowitz,•À_Geoff Feinberg•À_and•À_Seth Rosenthal",Yale Project on Climate Change Communication,1/19/16,http://climatecommunication.yale.edu/publications/faith-morality-environment/
Published,Solution,"Associations, Vivid","Climate - Communication, Oceans - General",Canada and the US,Case study: visuals and conversations help deepen engagement on climate impact ,Christa Daniels,Climate Access,1/22/16,http://www.climateaccess.org/blog/case-study-visuals-and-conversation-help-deepen-engagement-climate-impacts
Published,Solution,Vivid,Climate - Communication,Europe,"How to tell the story of climate change, in photos",Heather Smith,grist,1/26/16,http://grist.org/climate-energy/how-to-tell-the-story-of-climate-change-in-photos/
Published,Solution,Lasting,"Waste Management - Recycle/Reuse/Repurpose, Consumption - Energy",Europe,"Want to start a new hobby? Try doing it when you're moving house, scientist say.•À_",Claire Hayhurst,Mirror,1/27/16,http://www.mirror.co.uk/news/technology-science/science/want-start-new-habit-try-7251071
Published,Solution,"Associations, Hopeful, Relatable",Climate - Take Action,"Canada and the US, Europe",Using New Economic Frames to Drive Climate Action ,Cara Pike,Climate Access,1/29/16,http://www.climateaccess.org/blog/using-new-economic-frames-drive-climate-action
Published,Solution,Benefits,Wildlife - Conservation,Canada and the US,"Tundi's Take: Marketing conservation: ocean-serving, or self-serving?",Tundi Agardy,Marine Ecosystems and Management (MEAM),2/1/16,https://meam.openchannels.org/news/meam/tundi%E2%80%99s-take-marketing-conservation-ocean-serving-or-self-serving
Published,Solution,"Associations, Hopeful, Relatable, Vivid",Climate - Communication,Europe,7 smarter ways to talk about climate change,Amelia Urry,grist,2/8/16,http://grist.org/climate-energy/7-smarter-ways-to-talk-about-climate-change/
Published,Solution,Associations,None,Canada and the US,"How to change someone's mind, according to science",Ana Swanson,The Washington Post ,2/10/16,https://www.washingtonpost.com/news/wonk/wp/2016/02/10/how-to-change-someones-mind-according-to-science/
Published,Solution,"Associations, Relatable",Climate - Belief,Europe,Blog: The Great Opportunity- Engaging People of Faith,George Marshall,Climate Outreach,2/16/16,http://climateoutreach.org/climate-faith/
Published,Solution,"Associations, Hopeful, Relatable, Vivid",Climate - Communication,Canada and the US,What you need to know about the changing climate conversation ,Cara Pike,Climate Access,2/29/16,http://www.climateaccess.org/blog/what-you-need-know-about-changing-climate-conversation
Published,Solution,"Associations, Benefits, Relatable",Climate - Communication,Canada and the US,Reframing Climate Change - What Works Best,Ellen Hall ,ecoAffect,3/16/16,http://ecoaffect.org/2016/03/16/does-reframing-climate-change-actually-work/
Published,Solution,"Easy, Benefits, Hopeful",Consumption - Energy,Canada and the US ,5 truths about our relationship with Energy,Renee Lertzman and Sue Kochan,GreenBiz,3/19/16,https://www.greenbiz.com/article/5-truths-about-our-relationship-energy
Published,Solution,Associations,Climate - Belief,Europe,Framing climate risk: We need more than a few magic words,Adam Corner,Climate Home,3/24/16,http://www.climatechangenews.com/2016/03/24/framing-climate-risk-we-need-more-than-a-few-magic-words/
Published,Solution,"Associations, Relatable",Climate - Communication,Europe,Blog: Is framing a waste of time when it comes to climate change communication? ,Adam Corner,Climate Outreach & Information Network,3/24/16,http://climateoutreach.org/is-framing-a-waste-of-time/
Published,Problem,General,None,Canada and the US,What psychology's crisis means for the future of science,Brian Resnick,Vox Science and Health,3/25/16,http://www.vox.com/2016/3/14/11219446/psychology-replication-crisis
Published,Solution,Relatable,Climate - Communication,Canada and the US,How to talk global warming in plain English ,Erika Bolstad,ClimateWire,3/28/16,http://www.scientificamerican.com/article/how-to-talk-global-warming-in-plain-english/
Published,Solution,Relatable,Climate - Communication,Canada and the US,Climate messaging: lessons from the marriage equality movement,Ellen Hall ,ecoAffect,4/4/16,http://ecoaffect.org/2016/04/04/climate-messaging-lessons-from-the-marriage-equality-movement/
Published,Solution,"Hopeful, Relatable, Vivid",Climate - Communication,Canada and the US,Here's everything we know about how to talk about climate change,Amelia Urry,grist,4/7/16,http://grist.org/climate-energy/heres-everything-we-know-about-how-to-talk-about-climate-change/
Published,Solution,"Associations, Vivid, Personal ",Climate - Communication,Canada and the US ,Here•À_s What Science Has To Say About Convincing People To Do Something About Climate Change,None listed ,Think Progress,4/12/16,https://thinkprogress.org/heres-what-science-has-to-say-about-convincing-people-to-do-something-about-climate-change-778069d52454#.4ohejp7uk
Published,Solution,"Benefits, Ordinary",Climate - General,Canada and the US,Apple just found a powerful new way to make people care about the planet,Chris Mooney,The Washington Post,4/14/16,https://www.washingtonpost.com/news/energy-environment/wp/2016/04/14/whats-so-different-and-powerful-about-apples-newest-green-initiative/
Published,Solution,"Associations, Relatable",Climate - Communication,Canada and the US,"To give life to the Paris climate agreement, connect on personal values ",Kara Ball ,ecoAffect,4/21/16,http://ecoaffect.org/2016/04/21/to-give-life-to-the-paris-climate-agreement-connect-on-personal-values/
Published,Solution,Vivid,Climate - Communication,"Africa, Asia, Canada and the US, Europe",12 ways the arts can encourage climate action,Anna Leach,The Guardian,4/25/16,http://www.theguardian.com/global-development-professionals-network/2016/apr/25/12-ways-the-arts-can-encourage-climate-action
Published,Solution,"Associations, Relatable","Climate - Belief, Climate - Communication",Canada and the US,Scientists now know the psychology behind your worries about the environment ,Chris Mooney ,The Washington Post,4/27/16,https://www.washingtonpost.com/news/energy-environment/wp/2016/04/27/this-key-psychological-factor-could-explain-why-you-care-about-the-environment/
Published,Solution,Vivid,Climate - Communication,Canada and the US,How to convince the climate slacker to get serious,Heather Smith,grist,4/27/16,http://grist.org/climate-energy/how-to-convince-the-climate-slacker-to-get-serious/
Published,Solution,"Benefits, Relatable",None,Canada and the US,How can a letter increase sewer bill payments? ,Martin Sweeney and Owen Phillips,The Behavioural Insights Team,5/3/16,http://www.behaviouralinsights.co.uk/north-america/how-can-a-letter-increase-sewer-bill-payments/
Published,Solution,"Hopeful, Vivid",Climate - Communication,Canada and the US,"Climate change is a major threat to us all, but here's why you might not care",Lydia O'Connor,The Huffington Post,5/5/16,http://www.huffingtonpost.com/entry/climate-change-psychology_us_571ead75e4b0f309baee5b9b
Published,Solution,Associations,Oceans - General,Europe,"Blog: Ocean acidification, still time to avoid polarisation that exists with climate change ",Adam Corner,Climate Outreach & Information Network,5/10/16,http://climateoutreach.org/ocean-acidification/
Published,Solution,Benefits,Waste Management - Garbage,"Asia, Canada and the US","Trending: Schemes in NYC, South Korea Helping Business, Residents Eliminate Waste",Hannah Furlong,Sustainable Brands,5/10/16,http://www.sustainablebrands.com/news_and_views/waste_not/hannah_furlong/trending_schemes_nyc_south_korea_helping_business_residents_?utm_source=Facebook&utm_medium=posts&utm_campaign=social
Published,Solution,Vivid,Climate - Communication,Europe,This scientist changed how we think about climate change with one gif,Chris Mooney,The Washington Post,5/11/16,https://www.washingtonpost.com/news/energy-environment/wp/2016/05/11/this-scientist-just-changed-how-we-think-about-climate-change-with-one-gif/
Published,Solution,Ordinary,Climate - Communication,Canada and the US,The vicious cycle that makes people afraid to talk about climate change ,Chris Mooney,Washington Post,5/12/16,https://www.washingtonpost.com/news/energy-environment/wp/2016/05/12/the-vicious-cycle-that-makes-people-afraid-to-talk-about-climate-change/
Published,Solution,Associations,"Climate - Communication, Climate - Take Action",Canada and the US,"Cause, Effect, and the power of ""we"": motivating people to act on climate",Ellen Hall ,ecoAffect,5/16/16,http://ecoaffect.org/2016/05/16/cause-effect-and-the-power-of-we-motivating-people-to-act-on-climate/
Published,Solution,Awareness,Human Health - Visit Nature,"Asia, Canada and the US",Forest bathing' is latest fitness trend to hit U.S.- 'Where yoga was 30 years ago',Meeri Kim,The Washington Post,5/17/16,https://www.washingtonpost.com/news/to-your-health/wp/2016/05/17/forest-bathing-is-latest-fitness-trend-to-hit-u-s-where-yoga-was-30-years-ago/
Published,Solution,Easy,Food - Waste,Canada and the US,The 'Sell By' Dates On Our Groceries Are Causing Tons of Food Waste,Natasha Geiling,Think Progress,5/18/16,http://thinkprogress.org/climate/2016/05/18/3779570/expiration-date-labeling-bill-food-waste/
Published,Solution,Easy,Climate - Communication,Canada and the US,Portland Bans Climate-Denying Textbooks From Its Schools,Katie Valentine,Think Progress,5/23/16,http://thinkprogress.org/climate/2016/05/23/3780854/portland-textbooks-climate-change/
Published,Solution,"Associations, Relatable",Climate - Take Action,Canada and the US,Down with guilt! There are much better ways to get people to act on climate change,Heather Smith,grist,5/23/16,http://grist.org/climate-energy/down-with-guilt-there-are-much-better-ways-to-get-people-to-act-on-climate-change/
Published,Solution,"Associations, Relatable","Natural Disasters, Climate - General",Canada and the US,Want to make climate impacts more relatable? Start with water,Ellen Hall ,ecoAffect,5/25/16,http://ecoaffect.org/2016/05/25/want-to-make-climate-impacts-more-relatable-start-with-water/
Published,Solution,Hopeful,Climate - Take Action,Canada and the US,Overcoming psychological boundaries for climate action ,Anna Baker,ecoAffect,5/26/16,http://ecoaffect.org/2016/05/26/overcoming-the-psychological-barriers-for-climate-action/
Published,Solution,Vivid,Climate - Communication,Europe,Watch global warming spiral out of control,Brian Kahn,grist,5/31/16,http://grist.org/climate-energy/watch-global-warming-spiral-out-of-control/
Published,Solution,"Ordinary, Hopeful",Climate - General,Canada and the US,Personally Speaking: Why effective climate messaging starts with people,Ellen Hall ,ecoAffect,6/2/16,http://ecoaffect.org/2016/06/02/personally-speaking-why-effective-climate-messaging-starts-with-people/
Published,Solution,"Benefits, Hopeful",Climate - Emissions,Canada and the US,Virgin Atlantic just used behavioral science to 'nudge' its pilots into using less fuel. It worked.,Chris Mooney,The Washington Post,6/22/16,https://www.washingtonpost.com/news/energy-environment/wp/2016/06/22/virgin-atlantic-just-used-behavioral-science-to-nudge-its-pilots-into-saving-lots-of-fuel/
Published,Solution,Awareness ,None,Canada and the US,Relaxation techniques: Breath control helps quell errant stress response,None Listed ,Harvard Health,8/17/16,http://www.health.harvard.edu/mind-and-mood/relaxation-techniques-breath-control-helps-quell-errant-stress-response
Published,Problem,Identity,None,All,Is Cognitive Dissonance Universal?,Lawrence T. White,Psychology Today,6/28/03,https://www.psychologytoday.com/blog/culture-conscious/201306/is-cognitive-dissonance-universal
Published,Solution,Lasting,Waste Management - Recycle/Reuse/Repurpose,Europe,New research sheds light on •À_at home•À_ recycling habits,None Listed ,Green Futures Magazine,4/2/04,https://www.forumforthefuture.org/greenfutures/articles/new-research-sheds-light-•À_-home•À_-recycling-habits
Published,Solution,Easy,Consumption - Energy,Europe,Pilot project enables climate-smart lifestyle,Redaktionen,Vattenfall,5/14/12,http://onetonnelife.com/
Published,Solution,Vivid,Consumption - Buying,Canada and the US,Get in the Loop -- Buy Recycled,None listed,Tools of Change,,http://www.toolsofchange.com/English/CaseStudies/default.asp?ID=8
Published,Solution,Identity,None,Canada and the US,Foot in the Door,None listed,Changing Minds,,http://changingminds.org/techniques/general/sequential/fitd.htm
Published,Solution,Vivid,None,Europe,The Amsterdam Urinals,Richard H. Thaler and Cass R. Sunstein,Nudge,,https://nudges.wordpress.com/the-amsterdam-urinals/
Published,Solution,Lasting,Transportation - Sustainable,Canada and the US,University transportation habits subject of student-led study,None listed,University of Maryland,,https://anth.umd.edu/news/university-transportation-habits-subject-student-led-study
Published,Solution,Easy,Waste Management - Electronics,Canada and the US,Curbside Recycling : Will Convenience Increase Battery Collection,Linda Gabor,Call2Recycle,,http://www.call2recycle.org/curbside-recycling-will-convenience-increase-battery-collections/
Published,Solution,"Associations, Ordinary, Relatable, Vivid",Climate - Take Action,Canada and the US,Climate Engagement best practices for engaging communities,Toronto Environmental Alliance,Climate Access ,,http://www.climateaccess.org/sites/default/files/TEA_Climate_Engagement_Principles.pdf
Published,Solution,"Awareness, Easy",Climate - Take Action,Canada and the US,How to turn consumers green: The socially conscious consumer,Dan Ariely and Aline Gr•À_neisen,McKinsey & Company,,http://voices.mckinseyonsociety.com/how-to-turn-consumers-green/
Published,Solution,"Benefits, Hopeful, Ordinary",Consumption - Energy,Canada and the US,Class 5 Energy,None Listed ,Tools of Change,,http://www.toolsofchange.com/en/case-studies/detail/674
Published,Solution,Hopeful,Consumption - Energy,Canada and the US,Energy Chickens: Energy Behavior Change ,None Listed ,Penn State University ,,http://studiolab.psu.edu/projects/energy-behavior-change
Published,Solution,"Lasting, Awareness",Consumption - Energy,Canada and the US,Reducing Carbon Emissions Through Promoting Cold Water Washing on a College Campus,"Daniella Mostow, Sarah Kahl, Cecilia Xu, and Bridget Flynn ",Oberlin College,,http://new.oberlin.edu/office/environmental-sustainability/CBSM/Laundry_Pilot_2015+Final+Report.pdf
Published,Solution,Ordinary ,Consumption - Energy,Canada and the US,SMUD: Sixty Years of Energy Conservation,Barbara Crane,Green Technology Magazine,,http://www.green-technology.org/green_technology_magazine/smud.htm
Published,Solution,Lasting,"Consumption - Energy, Transportation - Sustainable, Transportation - Biking ",Canada and the US,King County In Motion,None Listed ,Tools of Change,,http://www.toolsofchange.com/en/case-studies/detail/688/
Published,Solution,Identity,Consumption - Freshwater,Canada and the US,Revealing Hypocrisy Boosts Water Conservation,None Listed ,Social Psychological Answers to Real-world Questions (SPARQ),,https://sparq.stanford.edu/solutions/revealing-hypocrisy-boosts-water-conservation
Published,Solution,Lasting,Consumption - Freshwater,Canada and the US,Cultivate water saving habits,None Listed ,My Green Life,,http://www.mygreenlife.com.au/categories/house/actions/cultivate-water-saving-habits/
Published,Problem,Cognitive Bias - General ,None,Europe,Avoiding Psychological Bias•À_ in Decision Making,Mind Tools Editorial Team,MindTools,,http://www.mindtools.com/pages/article/avoiding-psychological-bias.htm
Published,Solution,Easy,None,Canada and the US,Design for Default: How to Optimize Your Daily Decisions,James Clear,personal blog,,http://jamesclear.com/design-default
Published,Solution,"Easy, Vivid",None,Europe,Aiming to reduce cleaning costs,Blake Evans-Pritchard,Works That Work,,https://worksthatwork.com/1/urinal-fly
Published,Solution,General,None,Canada and the US,Why Human-Centered Design Matters,Dave Thomsen,Wired,,http://www.wired.com/insights/2013/12/human-centered-design-matters/
Published,Solution,Identity,None,Canada and the US,Teaching tip sheet: cognitive dissonance,Ann O'Leary,American Psychological Association,,http://www.apa.org/pi/aids/resources/education/dissonance.aspx
Published,Solution,Lasting,None,Canada and the US,"Habit Formation: Basis, Types and Measures for Effective Habit Formation",Aman Sharma,Psychology Discussion,,http://www.psychologydiscussion.net/habits/habit-formation-basis-types-and-measures-for-effective-habit-formation/638
Published,Solution,Lasting,Transportation - Sustainable,Canada and the US,Resident Preferred Parking Plan Changing Commuter Habits,None Listed ,Website of the City of Milwaukee,,http://city.milwaukee.gov/commoncouncil/District3/ResidentPreferredPar123974.htm#.V5-aiFdlnox
Published,Solution,Lasting,"Waste Management - Recycle/Reuse/Repurpose, Consumption - Energy",Canada and the US,Tips and tricks to Recycle Everywhere in your home,None listed,Hennepin,,http://www.hennepin.us/~/media/hennepinus/residents/recycling/recycle-everywhere/RecycleEverywhere_TipsTricks.pdf?la=en
Published,Solution,Lasting,"Waste Management - Recycle/Reuse/Repurpose, Food - Organic/Sustainable",Canada and the US,Waste In Pounds,None listed,Jacksonville U.,,http://www.ju.edu/sustainability/Documents/WTW2010-11OfficialTotals.pdf
Published,Solution,Lasting,"Waste Management - Recycle/Reuse/Repurpose, Food - Organic/Sustainable",Canada and the US,Weigh-the-Waste Program 2010-11,None listed,Jacksonville U.,,http://www.ju.edu/Sustainability/Pages/Weigh-the-Waste.aspx
